temp,rain,seed_type,yield
20.07,1244.32,1,95.8682
38.87,1433.5,1,73.9251
28.75,204.35,0,33.035
38.06,164.51,1,25.5794
39.45,1035.82,1,77.248
25.37,203.36,1,44.0605
38.32,518.73,0,74.193
34.18,1085.71,0,80.8378
39.74,102.22,1,14.4087
30.83,240.8,1,52.1734
35.45,757.21,0,81.3787
27.35,886.38,0,100.0
28.6,867.53,1,100.0
31.08,629.09,1,99.8019
23.19,949.71,0,99.0059
30.56,855.91,0,93.6023
29.45,1493.01,1,92.8839
35.63,201.71,0,23.3553
27.42,927.91,0,99.4419
27.26,1281.45,1,95.4226
37.94,132.72,0,13.3291
22.53,1420.58,0,89.5885
28.63,1082.16,1,97.8141
29.09,1448.75,0,86.2974
27.6,523.82,0,100.0
31.07,108.18,1,23.3777
38.69,1417.04,1,74.5693
27.22,814.7,0,100.0
29.21,739.69,0,96.9715
33.42,293.16,1,57.3708
27.7,358.83,0,64.7074
21.93,1042.16,0,97.1567
25.61,951.97,1,99.3763
38.8,710.04,0,73.0017
23.25,944.42,1,99.4669
26.69,922.69,1,99.7277
21.07,1089.99,1,97.7202
34.42,613.02,0,83.9497
22.1,874.97,1,100.0
27.46,1266.81,0,92.6637
26.38,1191.3,0,94.1739
20.06,909.17,0,99.8166
36.89,614.04,0,77.7718
34.21,125.29,0,15.6975
21.27,659.02,1,100.0
28.2,1430.89,1,93.6293
23.43,1258.19,1,95.7017
36.95,758.0,0,77.6191
30.06,1387.36,1,94.1517
37.75,1339.67,1,77.8527
20.1,224.54,0,37.4239
23.22,466.54,1,94.1453
24.81,290.75,1,62.9957
21.45,1418.24,1,93.7812
20.12,192.28,1,41.6597
38.86,998.07,0,70.89
21.83,904.11,0,99.9179
32.21,1281.38,0,81.8515
39.62,1019.71,1,77.0107
23.72,213.22,0,35.5365
34.88,418.38,1,72.422
21.06,897.32,0,100.0
20.88,747.33,1,100.0
31.87,1052.68,0,87.264
39.14,459.0,0,49.7582
37.55,903.6,1,83.5939
31.24,558.12,1,99.4113
24.54,1004.2,1,98.7496
28.26,877.47,0,99.3398
37.3,676.98,0,76.7398
31.9,490.64,1,94.807
35.32,678.79,0,81.7004
39.19,1210.24,0,65.8283
39.55,383.06,1,52.3403
36.22,215.7,0,24.1314
20.71,565.21,0,100.0
27.04,886.07,1,100.0
24.44,356.45,1,74.8781
37.85,398.67,1,59.7325
28.76,833.63,0,98.1075
26.75,1385.75,1,94.1709
30.6,667.88,1,100.0
39.58,709.59,1,78.5493
28.96,923.6,0,97.1378
39.79,1495.04,1,70.8732
38.62,804.73,1,80.9526
39.35,545.09,0,71.6163
27.65,1473.96,1,93.1125
28.12,293.06,0,48.613
26.62,174.3,1,37.7655
38.54,1086.56,1,78.9106
27.2,967.82,1,99.1861
21.6,1445.29,0,89.0942
24.12,355.88,0,63.9703
31.88,857.18,1,97.7967
38.05,554.37,0,74.8843
29.87,1079.77,0,91.7353
33.32,940.12,0,85.8934
21.99,216.67,0,36.1114
29.25,810.51,1,100.0
21.9,1480.79,0,88.3842
22.85,1227.62,1,96.0686
33.64,175.58,0,22.6616
23.36,133.31,1,28.8839
38.39,541.18,1,81.5311
33.97,216.42,0,27.4528
39.96,1350.16,0,61.0863
23.64,1361.56,1,94.4612
37.44,183.33,0,19.0193
37.2,1163.37,0,71.7361
21.58,255.39,0,42.5652
37.26,1402.7,1,78.3264
39.33,1016.55,1,77.7708
28.8,1346.84,1,94.638
20.64,495.53,1,99.2173
22.0,720.12,0,100.0
36.89,749.17,0,77.7738
38.62,1091.62,1,78.6631
32.88,1378.84,0,78.2276
20.96,1475.59,1,93.0929
39.15,970.86,1,78.7801
35.46,117.09,0,13.6935
20.06,587.49,0,100.0
37.57,699.77,1,83.5857
21.29,859.87,0,100.0
39.11,1486.68,1,72.6893
37.61,963.24,0,74.7102
39.2,602.84,0,72.0078
38.19,1060.43,1,80.1097
22.93,605.88,0,100.0
20.67,670.58,1,100.0
31.39,908.65,0,91.3572
27.96,699.86,0,100.0
21.47,641.6,1,100.0
29.55,161.72,0,25.2829
39.92,801.34,0,70.1942
34.33,1438.98,0,73.3875
31.41,504.57,1,98.9862
37.24,128.72,1,20.93
29.82,627.77,0,95.4612
26.68,111.27,0,18.545
32.66,1259.82,0,81.1595
29.86,1479.52,1,93.0458
25.1,1358.38,0,90.8324
25.72,743.13,1,100.0
23.68,185.61,0,30.9346
33.23,901.76,0,86.8903
24.38,409.85,1,84.224
37.12,197.64,0,20.9234
31.43,1000.41,1,97.7292
36.78,164.95,0,17.8384
20.11,1170.03,1,96.7597
30.21,440.17,0,77.5281
37.73,263.31,1,41.6968
27.85,407.92,0,76.9804
32.33,109.09,1,22.3838
39.15,1392.94,1,73.7003
26.68,1327.04,1,94.8755
26.47,891.83,0,100.0
21.75,930.79,1,99.6306
26.23,653.34,0,100.0
39.07,436.38,0,46.8741
35.95,1338.64,0,71.3602
29.15,595.21,0,97.1213
21.55,746.72,1,100.0
37.8,1072.86,0,72.0463
20.02,722.88,0,100.0
36.02,1278.6,0,72.3704
34.27,871.02,0,84.3153
23.78,1080.59,0,96.3881
21.98,1213.37,0,93.7327
21.35,1369.67,0,90.6067
30.45,1373.81,0,84.4112
33.73,891.76,1,93.1802
22.13,256.89,1,55.6596
24.23,620.0,0,100.0
34.61,1333.01,1,85.7873
33.81,758.62,0,85.4866
27.63,823.47,0,100.0
35.01,1182.38,0,76.8318
29.58,1171.82,0,90.626
21.34,1470.73,0,88.5855
30.17,914.64,0,94.2812
36.07,486.56,1,77.8283
37.32,1020.3,0,74.2824
23.36,1155.59,0,94.8882
20.02,348.69,0,62.1713
32.3,851.32,0,89.2479
22.71,1423.72,0,89.5256
25.04,488.39,1,97.969
39.75,1016.77,0,68.2945
38.49,1304.36,0,65.6851
21.32,1463.51,1,93.2378
31.55,1094.76,0,87.2412
33.46,1130.01,0,81.7435
22.55,987.66,0,98.2468
25.54,1100.15,0,95.997
24.38,283.68,1,61.4642
29.96,1290.68,0,87.285
33.91,244.53,1,46.8164
34.36,158.0,0,19.6373
30.07,685.1,0,94.8331
28.14,654.22,0,99.6421
33.64,1254.83,1,89.1329
34.3,932.82,1,91.3438
29.14,598.2,0,97.1541
32.22,413.94,0,65.2307
33.68,1012.47,0,83.5613
28.31,1336.84,0,90.4776
29.39,629.37,0,96.5162
37.21,322.77,0,35.1709
22.39,1199.22,1,96.4093
24.96,1451.51,1,93.3819
21.34,641.94,0,100.0
23.02,213.62,0,35.604
38.78,687.72,0,73.0557
30.02,613.65,1,100.0
39.38,684.76,1,79.058
29.21,1154.4,0,91.8868
27.66,1080.6,0,96.3881
21.68,817.0,1,100.0
27.24,184.62,1,40.0015
35.58,1196.51,1,85.0017
33.12,717.37,1,94.6986
27.83,374.89,1,78.1051
32.09,363.99,0,55.192
31.35,581.31,1,99.1224
32.94,627.7,1,95.1388
23.8,1285.11,1,95.3786
22.69,1334.89,0,91.3022
21.77,1456.12,1,93.3266
24.33,675.31,0,100.0
38.39,1134.38,1,78.7057
25.33,311.83,0,52.957
30.68,790.19,0,93.31
34.8,1402.43,0,72.9562
32.79,1114.1,0,83.7446
33.16,899.25,1,94.5992
25.27,381.42,1,79.2482
36.1,1342.31,1,81.9424
38.94,1463.75,0,61.3632
37.78,1033.39,1,81.4511
30.63,414.88,1,85.1036
38.98,1429.11,0,61.9561
36.18,437.24,0,56.7294
34.13,612.18,1,92.1797
28.11,623.41,1,100.0
27.4,753.67,1,100.0
38.32,889.2,1,81.6931
29.99,1214.49,1,96.2261
31.74,1352.88,1,92.7241
34.43,1419.84,1,85.1747
38.94,604.69,0,72.6505
28.73,890.04,1,100.0
27.86,1403.67,1,93.956
39.25,189.01,0,17.332
38.12,277.06,0,27.4866
26.87,617.91,0,100.0
31.45,1395.41,1,92.9208
30.16,1240.67,0,87.7843
35.21,934.32,1,89.0672
35.73,619.7,1,88.1736
27.94,1281.94,0,92.3613
22.26,1391.69,0,90.1661
29.06,1473.17,0,85.8765
24.79,1187.69,0,94.2463
25.31,638.73,1,100.0
21.05,1034.78,1,98.3827
33.01,916.93,0,87.1281
35.85,320.38,1,55.2568
36.33,521.4,1,86.6711
37.72,398.89,0,45.6622
29.06,677.71,1,100.0
24.52,1445.47,0,89.0906
20.6,1003.86,0,97.9227
29.91,843.16,1,100.0
38.4,298.92,0,29.1052
21.59,1121.85,1,97.3379
21.85,1405.54,1,93.9335
26.37,392.76,1,81.2332
34.78,346.71,1,62.1023
25.2,1281.8,1,95.4184
20.97,796.11,0,100.0
37.39,1407.26,0,66.3701
33.83,675.29,1,92.925
37.51,1248.5,0,69.2644
38.1,747.92,0,74.7531
31.55,660.43,1,98.6348
28.13,372.97,0,67.8749
22.23,1375.44,0,90.4913
38.5,981.02,1,80.2777
36.31,1239.14,0,72.4526
20.49,1410.47,1,93.8743
32.98,1021.6,0,85.1142
20.73,1389.08,1,94.131
37.13,349.45,0,39.5966
21.31,360.83,1,75.6456
33.25,1423.51,0,76.4014
28.51,945.9,0,97.8108
39.35,1069.22,0,68.2326
35.38,404.66,1,68.7032
30.58,978.57,0,91.9744
29.89,330.27,0,53.221
23.97,377.36,1,78.5383
27.02,315.84,1,67.7728
23.52,1109.18,0,95.8163
31.51,983.63,1,97.7157
35.68,581.56,1,88.2953
39.33,593.15,0,71.682
38.19,307.7,0,30.7588
32.8,1179.2,1,92.1528
24.54,962.33,0,98.7534
20.03,609.03,1,100.0
33.82,1259.63,0,78.248
35.64,415.7,0,54.8149
28.46,221.95,1,48.0893
39.44,757.36,0,71.4004
38.15,871.72,1,82.1301
20.91,362.41,1,75.9222
35.76,269.11,0,30.9329
36.6,379.86,0,45.911
21.97,787.95,0,100.0
27.93,595.91,0,100.0
37.86,881.59,0,75.3526
34.12,1449.12,1,85.6062
33.32,1278.54,1,89.6465
38.46,1166.86,1,78.1455
35.59,769.87,1,88.5325
28.85,467.72,0,88.7953
24.2,1457.81,0,88.8438
39.64,1475.46,0,59.3832
39.05,1387.5,0,62.6358
32.69,1156.13,1,92.6894
25.08,315.56,0,53.889
34.35,1031.01,0,81.5121
23.57,1441.7,1,93.4996
21.14,356.26,1,74.8449
24.22,1018.53,1,98.5777
24.84,1355.92,1,94.5289
37.29,442.5,0,53.807
30.63,480.18,1,96.5312
25.52,1258.74,0,92.8252
29.71,541.36,1,100.0
35.44,1014.48,1,87.5177
22.97,1343.87,0,91.1226
24.4,639.51,1,100.0
33.22,812.21,1,94.4451
33.28,420.93,1,78.3074
33.14,640.56,1,94.6575
34.61,1207.06,0,77.334
27.23,452.0,0,87.9995
35.99,1411.5,0,69.806
27.37,699.37,1,100.0
21.44,892.72,1,100.0
26.6,480.27,0,95.0667
31.52,626.37,0,91.1884
31.82,731.2,1,97.9533
27.16,358.81,1,75.2914
36.07,1235.68,0,73.1149
25.07,708.44,0,100.0
33.33,199.57,1,39.2043
21.92,1120.55,0,95.589
22.99,202.61,0,33.768
31.43,1152.66,1,95.8894
38.12,968.43,1,81.382
30.64,1006.17,1,98.7259
20.73,1436.85,1,93.5578
24.31,330.96,1,70.4186
37.86,423.85,0,49.0188
22.64,1012.85,0,97.743
29.21,574.77,1,100.0
32.97,688.5,0,87.5626
36.81,1410.36,1,79.3427
24.06,943.67,1,99.476
26.58,363.73,1,76.1521
23.63,274.56,0,45.7608
23.17,920.53,1,99.7536
36.84,1184.43,1,81.9785
36.15,481.2,1,76.7839
31.26,738.53,1,99.348
29.6,1095.35,0,92.096
22.81,1455.44,1,93.3348
27.91,532.86,1,100.0
29.93,516.84,1,100.0
31.86,1392.7,0,80.4917
28.4,381.83,1,79.32
28.53,1486.85,1,92.9578
37.16,146.24,1,23.88
24.89,540.63,0,100.0
29.41,152.69,1,33.0826
39.5,891.06,0,71.2474
39.26,717.93,0,71.8557
37.65,891.61,1,83.3634
22.75,1074.32,0,96.5135
26.42,169.36,1,36.6954
31.87,1106.62,0,86.1893
27.36,254.17,0,42.3618
29.25,1044.19,1,98.2697
25.99,1482.43,1,93.0109
32.28,1382.63,1,91.0043
32.23,588.15,1,96.9138
28.28,708.47,1,100.0
39.45,1155.21,1,75.8188
34.91,530.35,1,90.2335
35.71,1208.39,1,84.5211
32.24,653.73,0,89.4007
35.06,439.44,1,74.8846
25.52,731.25,0,100.0
31.5,477.49,1,94.1465
25.28,836.15,0,100.0
22.92,166.84,1,36.1491
30.01,279.63,1,60.5855
34.47,405.94,1,71.9407
22.0,320.77,0,55.1927
39.95,1164.35,1,74.4425
22.58,1067.78,0,96.6444
37.21,1166.36,1,81.2827
26.54,1358.93,1,94.4928
23.85,982.42,1,99.011
27.41,761.66,0,100.0
37.18,275.93,0,29.0956
20.2,522.48,1,100.0
36.97,634.1,0,77.5872
22.97,955.31,0,98.8937
36.46,298.01,1,50.4689
22.13,1190.3,0,94.194
34.68,746.06,1,90.8081
37.29,840.27,1,84.284
23.81,915.29,1,99.8165
39.28,877.53,1,79.3079
39.42,210.43,0,19.0554
38.89,465.53,1,64.3202
31.05,364.81,1,76.1866
27.93,409.8,0,77.4505
24.46,858.86,1,100.0
20.96,386.58,0,71.6462
23.81,670.35,0,100.0
20.67,448.13,1,90.922
29.15,356.36,1,74.8623
24.16,250.89,1,54.3604
24.64,731.07,1,100.0
30.09,1070.41,1,97.9551
35.63,856.38,0,80.9285
20.65,1208.06,1,96.3033
34.22,1356.06,1,86.4895
27.63,915.59,0,99.6881
23.06,1226.6,0,93.4679
32.93,1461.19,1,88.4341
37.79,190.18,1,30.0212
23.77,152.56,0,25.426
36.83,181.82,0,19.6012
30.73,1207.93,1,96.3049
38.94,328.72,1,47.7715
28.44,573.68,1,100.0
35.03,1121.77,0,77.9844
23.98,286.87,0,47.8112
32.47,427.28,0,67.184
20.32,562.26,0,100.0
24.31,1328.94,0,91.4212
20.44,376.18,1,78.3308
29.37,194.81,0,30.6903
33.41,698.89,1,93.9836
27.3,1242.1,1,95.8948
37.12,298.79,1,48.8954
32.19,586.32,1,97.0164
24.98,1147.75,0,95.045
25.56,618.27,0,100.0
21.56,1364.92,0,90.7017
34.69,878.58,1,90.7642
36.32,338.88,0,39.8418
24.34,1103.43,0,95.9313
20.93,856.26,1,100.0
21.36,1461.09,0,88.7782
21.82,1104.78,0,95.9044
33.24,285.36,0,37.5951
37.62,181.89,1,28.9706
38.33,462.52,1,66.0598
34.59,1441.82,1,84.5158
32.84,1067.38,1,93.3818
36.5,679.49,0,78.758
38.51,170.07,1,25.7738
32.8,418.35,1,79.5518
23.08,1048.69,0,97.0261
26.79,1321.09,0,91.5781
23.6,543.32,0,100.0
36.05,918.91,1,87.1399
27.71,1161.55,1,96.8614
34.25,1380.8,0,74.7534
38.94,779.65,0,72.6423
29.03,1177.19,0,91.8877
35.89,239.62,0,27.3351
21.72,166.0,1,35.9677
39.32,158.75,1,22.9485
39.65,873.92,0,70.874
33.39,1347.2,0,77.5756
29.09,169.28,1,36.6767
25.83,150.48,0,25.0792
31.97,593.53,1,97.5868
33.89,349.48,1,65.1479
34.7,1356.36,0,74.1119
29.88,341.73,0,55.8881
38.11,1423.49,1,75.9524
25.0,880.58,0,100.0
23.27,605.0,1,100.0
22.99,258.18,0,43.0303
27.54,548.7,1,100.0
31.82,1004.47,0,88.3555
38.18,1136.05,0,69.8404
33.85,1243.04,0,78.5215
39.52,512.2,1,78.6919
37.54,1266.92,1,79.2365
30.04,825.99,1,100.0
20.23,750.47,0,100.0
20.21,623.87,1,100.0
35.32,1058.1,0,78.5403
32.24,1324.94,0,80.8974
35.76,727.47,1,88.0989
32.48,1365.28,1,90.7209
28.54,1021.11,0,96.221
38.95,936.83,1,79.6767
28.28,475.21,1,95.6618
38.43,763.83,0,73.9359
23.2,602.17,0,100.0
20.35,212.77,1,46.1012
26.99,217.2,0,36.2002
20.56,616.44,0,100.0
23.02,500.17,0,100.0
26.45,1310.56,1,95.0733
24.37,312.29,1,67.1505
26.32,1030.78,1,98.4307
24.65,442.11,0,85.5273
32.92,341.3,1,66.6955
33.28,1435.54,0,76.0852
28.63,206.4,1,44.7193
32.47,137.89,1,28.1204
21.94,386.67,0,71.667
24.46,853.63,0,100.0
20.87,903.46,0,99.9309
34.09,319.85,0,41.5788
23.54,312.58,0,53.144
35.64,620.96,1,88.3945
30.23,1376.38,0,84.9044
34.22,853.66,1,91.9386
30.87,850.1,1,100.0
25.96,111.81,0,18.6351
30.62,467.0,0,82.1468
27.79,1484.35,0,88.313
36.74,1043.21,0,75.2773
35.89,348.73,1,59.1385
28.84,834.18,0,97.8878
36.64,829.09,1,85.9046
32.76,494.48,1,92.0768
34.98,1185.1,0,76.8513
31.92,1113.91,0,85.9322
25.92,352.41,0,63.1024
34.3,710.57,0,84.257
23.58,370.63,0,67.6578
26.11,189.55,1,41.069
23.26,454.11,0,88.5275
35.92,257.88,1,44.8844
38.75,1383.85,0,63.4399
21.8,1307.78,1,95.1066
23.07,1164.49,1,96.8261
31.51,837.58,0,91.2316
30.27,378.83,0,63.367
21.14,1325.26,1,94.8969
28.2,1132.5,0,94.8589
34.12,187.34,1,35.5178
38.72,1147.19,1,77.7214
23.87,654.44,0,100.0
20.08,984.53,1,98.9856
36.19,478.21,0,63.5692
31.0,102.68,1,22.2463
31.06,326.57,1,69.475
36.85,962.32,0,76.631
21.19,657.35,1,100.0
23.28,740.34,1,100.0
38.67,1300.91,0,65.3036
36.88,1490.12,0,66.0058
37.64,802.24,1,83.3993
33.46,1335.87,0,77.6239
24.29,777.11,0,100.0
30.11,989.0,1,98.932
23.54,736.83,0,100.0
28.68,526.58,0,98.2973
20.02,204.14,0,34.0233
33.28,1207.54,0,80.6579
38.0,1103.65,0,70.9235
21.98,856.79,0,100.0
26.99,361.57,0,65.3922
30.57,555.51,0,93.5823
28.12,1353.91,1,94.553
27.71,1010.9,1,98.6692
35.11,1112.69,0,77.9703
20.13,1358.4,0,90.8321
37.13,1238.51,0,70.4148
35.41,969.64,1,88.1481
32.13,1439.13,0,78.8824
29.21,804.44,0,96.9678
27.05,930.79,0,99.3842
30.82,518.47,1,100.0
23.56,1045.78,0,97.0844
34.03,627.62,1,92.4252
30.68,1169.21,1,96.7695
31.49,231.88,1,49.2463
28.96,531.27,0,97.5891
26.87,412.92,1,84.7613
33.42,979.58,0,84.8502
35.28,1133.44,0,77.1313
31.59,950.96,1,97.9219
25.36,765.25,1,100.0
28.46,1483.85,1,92.9938
21.26,713.02,1,100.0
29.69,887.41,1,100.0
26.14,1051.6,1,98.1808
31.18,1059.82,1,97.6247
28.11,205.38,0,34.0751
36.05,1222.78,1,83.4903
22.25,746.86,1,100.0
36.78,826.58,1,85.5552
24.13,1126.31,0,95.4739
39.94,510.15,0,70.1379
25.3,542.45,0,100.0
33.26,820.68,1,94.3559
37.52,557.33,0,76.2081
22.37,1342.68,0,91.1464
23.28,295.36,1,63.9941
20.78,660.3,0,100.0
20.36,862.11,1,100.0
30.69,453.73,0,78.9067
35.4,100.76,0,11.8205
37.5,1226.3,1,79.8377
29.65,1033.46,0,93.2074
32.38,1131.65,1,93.7775
36.67,1140.92,0,73.5113
31.07,682.39,0,92.3334
20.29,1395.64,1,94.0524
35.77,1381.28,0,70.9593
20.01,164.29,1,35.597
34.4,1163.68,1,88.3256
22.04,1344.05,1,94.6714
32.9,124.2,1,24.8642
27.75,235.93,1,51.1177
35.35,368.21,1,63.5656
39.57,1030.95,1,76.9912
28.64,897.28,1,100.0
38.28,1377.17,0,64.7575
30.62,326.79,0,50.7646
20.62,983.43,0,98.3313
28.55,1343.98,0,89.7341
20.95,479.94,1,96.4889
26.06,1456.5,0,88.87
32.03,1413.4,1,91.2666
29.68,1031.37,1,98.4235
31.17,1400.78,1,93.5594
23.3,1416.0,1,93.808
22.84,1189.37,0,94.2127
26.47,581.87,1,100.0
37.44,291.7,1,46.9083
35.36,357.93,0,45.493
22.5,111.08,0,18.5134
24.31,989.28,1,98.9286
28.79,141.16,1,30.5845
26.15,1361.07,1,94.4671
30.82,1058.63,1,98.0965
27.45,411.97,1,84.5951
26.53,234.94,0,39.1574
30.69,537.56,1,100.0
36.61,1457.23,1,79.2914
26.66,586.78,0,100.0
23.32,1260.46,0,92.7908
20.07,448.79,0,87.1979
33.17,1425.11,0,76.5773
38.59,1190.79,0,67.7195
38.46,996.13,1,80.1897
29.89,695.84,1,100.0
30.72,863.81,0,93.1964
32.35,877.96,1,96.6257
31.08,339.36,1,71.6491
23.41,1278.38,0,92.4325
34.26,537.68,1,91.8599
22.31,803.3,1,100.0
27.36,217.65,0,36.2745
21.09,1382.73,0,90.3454
27.27,939.0,1,99.532
28.96,530.16,1,100.0
24.61,612.57,0,100.0
27.13,297.6,1,64.481
37.48,1124.52,1,81.1135
22.24,1205.26,1,96.3369
22.38,912.81,1,99.8462
23.99,505.14,0,100.0
20.73,423.92,0,80.9788
24.44,274.74,0,45.7894
28.43,1323.39,0,90.468
33.77,435.5,0,64.5255
28.54,152.41,1,33.0218
30.12,1345.47,0,85.7891
27.05,343.72,1,72.6516
23.93,499.34,1,99.884
23.68,1057.98,1,98.1042
23.63,723.24,1,100.0
28.17,1264.43,0,92.2818
38.53,1120.51,1,78.5247
36.24,1197.95,0,73.4326
22.03,890.34,0,100.0
27.12,1059.78,0,96.8043
25.85,1317.1,1,94.9948
21.75,770.87,1,100.0
38.67,929.49,1,80.4704
31.78,191.43,1,40.1866
24.49,1239.09,0,93.2183
31.75,905.83,1,98.047
32.58,702.02,1,96.0448
21.05,922.56,0,99.5488
33.79,257.03,1,49.4755
29.59,908.42,0,95.8472
36.65,1057.26,1,83.9798
23.27,1085.98,1,97.7682
33.27,506.71,1,94.3214
23.4,512.73,1,100.0
34.72,820.44,1,90.6939
32.39,1414.83,1,90.3594
31.66,713.26,1,98.3581
36.48,1345.77,1,80.9565
32.7,899.42,0,88.2445
38.91,1138.66,0,67.9545
23.58,200.04,1,43.342
34.62,952.88,0,82.3859
36.4,518.94,0,78.9999
32.79,1370.23,1,89.8924
37.97,746.97,1,82.5643
35.01,840.77,1,89.9694
38.51,1235.24,1,77.2051
35.9,388.55,1,64.7322
35.21,323.83,1,57.5187
39.64,246.74,0,21.9745
34.52,993.47,0,81.8246
30.56,578.41,1,100.0
36.98,259.71,0,27.7395
31.56,953.66,1,97.95
36.69,211.7,1,35.4365
31.53,1342.51,0,82.3279
34.76,964.07,0,81.8241
36.67,723.41,0,78.3303
27.41,306.93,1,66.2127
38.49,919.28,0,73.3838
36.46,623.14,1,86.3444
34.89,853.85,0,82.7743
35.09,750.55,0,82.2728
35.38,1036.51,0,78.8297
22.53,652.39,0,100.0
22.44,437.58,0,84.3959
20.21,1441.94,0,89.1613
37.06,1478.66,1,77.9145
22.69,1312.6,1,95.0489
22.43,1112.91,0,95.7418
31.48,1066.12,1,96.8082
36.53,1216.64,0,72.3496
20.85,558.84,0,100.0
25.99,1100.49,0,95.9903
28.01,1368.09,1,94.3829
24.11,1160.54,0,94.7893
38.3,210.41,1,32.2768
30.19,939.42,0,93.7288
24.18,438.79,0,84.6981
34.09,977.28,1,91.3569
39.51,1467.2,1,71.9222
21.81,986.02,1,98.9678
29.01,444.83,1,90.346
37.22,1248.58,0,69.9898
31.7,895.34,1,98.2608
26.93,1328.11,0,91.4378
27.6,444.54,0,86.1348
33.2,1273.65,0,79.5258
29.43,354.4,0,59.959
37.11,862.58,1,84.737
39.94,1010.22,1,76.3389
20.09,1379.76,1,94.2429
23.54,215.09,1,46.6027
25.13,1243.8,1,95.8744
21.53,1350.62,1,94.5925
39.18,552.66,0,72.055
26.7,1321.07,1,94.9472
28.19,471.84,1,95.0722
39.27,152.46,0,13.9588
22.71,1472.18,0,88.5564
25.28,781.25,0,100.0
28.44,1407.08,0,88.7474
25.27,462.83,1,93.4949
29.07,840.42,0,97.3356
31.84,1211.95,0,84.1622
31.51,905.19,0,91.1291
28.37,662.98,0,99.0805
31.39,342.39,1,71.2782
38.77,812.81,1,80.5758
37.42,1156.16,1,80.8677
22.24,1089.68,1,97.7239
30.75,1349.86,0,84.1209
36.92,272.6,1,45.0839
37.77,129.78,1,20.51
36.12,1443.8,0,68.8218
35.78,1160.58,1,84.9312
35.51,1171.93,0,75.7784
24.06,1425.96,0,89.4809
30.15,387.76,1,80.3589
28.86,1146.38,0,92.9131
34.65,400.23,1,70.5025
35.22,729.31,1,89.451
21.89,1104.44,0,95.9111
32.45,257.8,1,52.6093
23.86,1256.27,1,95.7248
39.39,360.81,0,35.5048
27.92,588.15,0,100.0
39.4,1393.36,0,61.6383
33.1,338.54,0,47.4595
37.89,955.7,1,82.1097
29.0,287.53,1,62.2983
35.16,192.8,0,22.9312
34.15,792.65,1,92.1362
21.99,401.13,1,82.6974
27.42,1193.1,0,94.1381
21.19,775.81,1,100.0
21.98,988.01,0,98.2398
22.88,487.87,1,97.8767
20.56,1122.27,1,97.3328
23.02,645.68,1,100.0
37.31,904.07,0,76.6411
23.67,622.47,1,100.0
36.84,1210.83,0,71.6843
25.79,471.02,0,92.7552
23.45,239.55,0,39.925
20.71,527.67,1,100.0
21.98,634.08,0,100.0
29.5,309.03,1,66.5808
28.97,1013.92,0,95.2891
38.69,312.03,0,30.3514
20.64,569.31,0,100.0
27.82,1223.62,0,93.5275
21.4,604.55,1,100.0
39.17,916.75,0,71.7432
26.78,766.11,1,100.0
20.6,234.09,0,39.0153
22.73,1437.44,0,89.2512
20.52,745.95,1,100.0
21.79,1153.69,0,94.9262
33.09,340.33,0,47.8572
22.18,856.75,1,100.0
31.33,1140.54,1,96.2949
37.69,1017.12,1,81.8646
22.85,267.93,1,58.0516
26.32,1390.87,1,94.1096
34.87,1209.29,1,86.6145
22.22,334.06,0,58.5144
29.48,108.8,1,23.5742
26.13,669.89,0,100.0
36.5,1163.41,1,83.0865
37.14,1402.94,0,67.0997
23.67,301.91,1,65.335
20.31,579.25,0,100.0
38.23,477.83,0,55.8153
22.84,1125.6,0,95.4881
31.67,527.13,1,98.3329
35.96,764.24,0,80.1082
27.52,131.65,0,21.9409
28.41,975.71,1,99.0914
21.89,1392.13,1,94.0945
28.18,1012.16,1,98.654
34.4,133.75,0,16.5813
25.41,582.92,1,100.0
31.69,591.06,1,98.2827
20.74,248.08,0,41.346
26.39,1402.2,0,89.9561
23.41,701.81,1,100.0
39.87,1084.37,1,75.6192
25.11,878.4,1,100.0
22.54,749.05,0,100.0
38.16,800.28,1,82.1073
26.24,462.35,0,90.5863
28.77,1020.29,0,95.6781
39.53,253.35,0,22.7433
29.81,967.6,0,94.1133
21.72,521.09,0,100.0
28.07,1131.77,0,95.1814
27.86,1446.73,0,89.0655
36.67,1199.59,0,72.3279
25.57,476.62,1,95.9088
25.41,1422.37,0,89.5526
30.08,264.18,1,57.2381
26.37,704.37,0,100.0
34.29,113.62,0,14.1734
39.96,379.02,1,50.5848
33.73,1139.56,0,80.8928
27.19,560.39,0,100.0
35.23,102.77,0,12.1767
20.36,826.6,0,100.0
35.87,1141.29,1,84.9406
29.07,931.24,0,96.7033
20.07,829.53,0,100.0
22.43,266.76,0,44.4592
20.46,1436.92,0,89.2615
27.69,1154.16,0,94.9169
36.41,294.41,1,49.9899
24.03,739.44,1,100.0
34.8,964.89,1,89.7207
20.18,1213.22,1,96.2414
26.0,1484.59,0,88.3082
38.86,1313.24,1,75.401
29.6,461.22,0,84.523
20.81,132.28,1,28.6608
33.69,448.66,0,67.34
37.81,1112.22,0,71.2397
39.06,215.47,0,20.0221
30.47,219.23,0,32.9312
33.24,877.41,1,94.3924
33.89,561.62,0,85.2849
35.18,1447.99,1,82.9626
23.0,125.44,1,27.1786
36.1,1030.62,0,77.1415
27.26,553.52,0,100.0
25.55,675.56,1,100.0
26.43,1420.83,1,93.75
25.67,1346.8,1,94.6384
37.26,704.72,0,76.8385
